246|SOMALI GOVT|1|1|0|0|SOM01|正常|1999/1/1|2035/1/1|173|1|system|2007/9/13 7:58:55|
247|SPAIN ESPAINE TELEFONICA|1|3|0|0|SPA01|正常|1999/1/1|2035/1/1|92|1|system|2015/8/5 9:56:58|
8106|AICENT,INC.|1|1|0|0|USA52|正常|2008/12/30|2035/1/1|102|0|admin|2014/4/30 8:57:37|
248|SPAIN RETELEVISION(TV)|1|1|0|0|SPA03|正常|1999/1/1|2035/1/1|92|0|system|2007/9/13 7:58:55|
249|SPAIN TVCOBROS(TV)|1|1|0|0|SPA04|正常|1999/1/1|2035/1/1|92|0|system|2007/9/13 7:58:55|
250|SPAIN TELEFONICA|1|1|0|0|SPA05|正常|1999/1/1|2035/1/1|92|0|system|2007/9/13 7:58:55|
7457|Mobile_8|1|1|0|0|IDN03|正常|2008/7/30|2035/1/1|11|0|lyf|2008/7/31 18:01:33|
7459|Tata|1|1|0|0|IDA04|正常|2008/7/30|2035/1/1|10|0|lyf|2008/7/31 18:02:49|
7460|Telecom Mobile|1|1|0|0|NZL02|正常|2008/7/30|2035/1/1|186|0|lyf|2008/7/31 18:03:27|
7461|Citycell|1|1|0|0|BAN02|正常|2008/7/30|2035/1/1|4|0|lyf|2008/7/31 18:04:06|
7462|VIVO|1|1|0|0|BRA07|正常|2008/7/30|2035/1/1|106|0|lyf|2008/7/31 18:04:41|
7464|S-telecom|1|1|0|0|VIE04|正常|2008/7/30|2035/1/1|44|0|lyf|2008/7/31 18:08:16|
368|TAIWAN APT|1|3|0|0|TAI07|正常|1999/1/1|2035/1/1|37|0|DH|2015/8/5 9:56:58|
87|Ethiopian Telecommunications Corporation|1|1|0|0|ETH01|正常|2008/9/1|2035/1/1|146|1|QJ|2008/9/2 9:10:42|
17|Optus Networks Pty Ltd|1|3|0|0|AUS02|正常|2008/8/1|2035/1/1 1:01:01|185|0|lyf|2008/8/19 14:06:36|
7567|MOBILE800|1|3|0|0|HKG42|正常|2008/11/20|2035/1/1|9|0|lyf|2008/11/20 17:46:03|
30084|Akton_Euro(CTE)|1|4|0|0|SLOA3|正常|2015/9/21|2035/1/1|91|1|admin|2015/9/22 17:34:25|
40001|2288 International Inc.(CTA)|1|5|0|0|40001|正常|1999/1/1|2035/1/1|100|1|system|2015/3/16|
40002|382 Communications Corporation(CTA)|1|5|0|0|40002|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40003|88 Telecommunications 1+1(CTA)|1|5|0|0|40003|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40004|Acestar Telecoms Hong Kong Ltd.(CTA)|1|5|0|0|40004|正常|1999/1/1|2035/1/1|31|1|system|2015/3/16|
40005|Across The Globe Telecommunications(CTA)|1|5|0|0|40005|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40006|Airnex Communications, Inc(CTA)|1|5|0|0|40006|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40007|AIsleCom Inc(CTA)|1|5|0|0|40007|正常|1999/1/1|2035/1/1|83|1|system|2015/3/16|
40008|Angel Telecom(CTA)|1|5|0|0|40008|正常|1999/1/1|2035/1/1|95|1|system|2015/3/16|
40009|APT(CTA)|1|5|0|0|40009|正常|1999/1/1|2035/1/1|37|1|system|2015/3/16|
40011|Asia Communications International Corp 1+1(CTA)|1|5|0|0|40011|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40012|AsiaCom Swap(CTA)|1|5|0|0|40012|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40013|B Telecommunications(CTA)|1|5|0|0|40013|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40016|Blue Ridge Investment, LLC(CTA)|1|5|0|0|40016|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40019|Brightlink Communications(CTA)|1|5|0|0|40019|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40020|BTI(CTA)|1|5|0|0|40020|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40021|Business Telecommunications Services(CTA)|1|5|0|0|40021|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40022|Callnet(CTA)|1|5|0|0|40022|正常|1999/1/1|2035/1/1|92|1|system|2015/3/16|
40023|Callvox(CTA)|1|5|0|0|40023|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40024|Carrier Domain(CTA)|1|5|0|0|40024|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40025|Cell Termination(CTA)|1|5|0|0|40025|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40026|China Telecom Global Limited(CTA)|1|5|0|0|40026|正常|1999/1/1|2035/1/1|9|1|system|2015/3/16|
40027|China Telecom MVNO(CTA)|1|5|0|0|40027|正常|1999/1/1|2035/1/1|246|1|system|2015/3/16|
40028|China Times C. C.(CTA)|1|5|0|0|40028|正常|1999/1/1|2035/1/1|174|1|system|2015/3/16|
40029|China Unicom (Americas) Operations Ltd.,(CTA)|1|5|0|0|40029|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40030|CHTSG(CTA)|1|5|0|0|40030|正常|1999/1/1|2035/1/1|34|1|system|2015/3/16|
40031|Chunghua Telecom Global(CTA)|1|5|0|0|40031|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
3580|Y5Zone|1|1|0|0|HKG43|正常|2010/11/4|2035/1/1|9|0|CXN|2010/11/4 14:57:44|
3583|AICS|1|1|0|0|JAP20|正常|2010/11/4|2035/1/1|15|0|CXN|2010/11/4 15:25:44|
3581|TripleGate|1|1|0|0|JAP18|正常|2010/11/4|2035/1/1|15|0|CXN|2010/11/4 15:00:21|
3582|Wired & Wireless|1|1|0|0|JAP19|正常|2010/11/4|2035/1/1|15|0|CXN|2010/11/4 15:05:33|
3584|FET|1|1|0|0|TAI08|正常|2010/11/4|2035/1/1|37|0|CXN|2010/11/4 15:29:08|
3585|TomiZone|1|1|0|0|NZL03|正常|2010/11/4|2035/1/1|186|0|CXN|2010/11/4 15:39:30|
3586|INDOSAT M2|1|1|0|0|IDN06|正常|2010/11/4|2035/1/1|11|0|CXN|2010/11/4 15:48:06|
3587|Trustive Ltd.|1|1|0|0|UK_09|正常|2010/11/4|2035/1/1|96|0|CXN|2010/11/4 15:51:54|
3588|Freedom4|1|1|0|0|UK_10|正常|2010/11/4|2035/1/1|96|0|CXN|2010/11/4 15:55:43|
40032|CIMA(CTA)|1|5|0|0|40032|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40033|Cloud Communications LLC(CTA)|1|5|0|0|40033|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40034|CMOLS LLC(CTA)|1|5|0|0|40034|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40035|ComNet (USA) LLC(CTA)|1|5|0|0|40035|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40037|Convergia Semi-monthly(CTA)|1|5|0|0|40037|正常|1999/1/1|2035/1/1|100|1|system|2015/3/16|
40038|Cordial Communications(CTA)|1|5|0|0|40038|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40039|Cricket MVNO(CTA)|1|5|0|0|40039|正常|1999/1/1|2035/1/1|100|1|system|2015/3/16|
3808|Meteor|1|1|0|0|FRA02|正常|2011/4/26|2035/1/1|65|0|CXN|2011/4/26 13:49:54|
3809|Hub Telecom|1|1|0|0|FRA03|正常|2011/4/26|2035/1/1|65|0|CXN|2011/4/26 13:49:54|
40042|CT Europe(CTA)|1|5|0|0|40042|正常|1999/1/1|2035/1/1|44|1|system|2015/3/16|
40044|Dasaro(CTA)|1|5|0|0|40044|正常|1999/1/1|2035/1/1|102|1|system|2015/3/16|
40045|Data Access Solutions Inc.(CTA)|1|5|0|0|40045|正常|1999/1/1|2035/1/1|100|1|system|2015/3/16|
40046|Datora(CTA)|1|5|0|0|40046|正常|1999/1/1|2035/1/1|92|1|system|2015/3/16|
